customer_id,customer_name,email,country,state,city,address,credit_score,income,debt_to_income_ratio,risk_tolerance,employment_status,credit_utilization_ratio,default_probability
7226,Robert Novak,murillobeverly@example.org,United States,Texas,Lake Mikechester,4367 Kathleen Forges,492,15000,0.43,Low,Student,0.24,0.4401
7227,Michele Collins,ymiller@example.com,United States,New York,South Johnmouth,2987 Barber Mews Apt. 663,619,59743,0.37,High,Employed,0.48,0.0657
7228,Nicholas Johnston,andre51@example.com,France,,West Williamview,3601 Kevin Cove,820,43665,0.15,Medium,Self-employed,0.01,0.01
7229,Desiree Edwards,gillchristopher@example.net,United States,Georgia,Alexfurt,9132 Palmer Groves Suite 230,764,82237,0.05,Low,Employed,0.15,0.0739
7230,Caitlin Estrada,stacy90@example.net,United States,California,New Alejandro,49650 Henderson Ridges Suite 198,688,51280,0.56,Low,Employed,0.42,0.2378
7231,Daniel Campos,bobbywhite@example.com,United States,Texas,North Christopherside,16581 Garrett Valley Apt. 222,418,55930,0.41,Low,Self-employed,0.26,0.5554
7232,Danielle Elliott,amanda19@example.com,United States,Pennsylvania,West Jessestad,93261 Guerrero Expressway Apt. 631,788,30014,0.38,Low,Employed,0.17,0.1757
7233,Laura Bartlett,maysshannon@example.org,United States,Georgia,New Deniseside,0411 Martin Junction,820,107755,0.21,Low,Employed,0.01,0.0565
7234,Samantha Martin,walldavid@example.net,United States,Florida,West Erikaville,66169 Theodore Centers,686,225040,0.58,Medium,Employed,0.12,0.1408
7235,Melissa Ward,daviscindy@example.org,United States,Florida,Lake Jacobfort,86111 Melissa Junction,709,30389,0.45,Low,Employed,0.04,0.2339
7236,Tanya Smith,lopezkatherine@example.net,United States,New York,Riveratown,068 Campbell Ports,398,19581,0.65,Medium,Employed,0.36,0.5558
7237,Terry Hernandez,donna77@example.com,United States,Pennsylvania,Dawnland,47855 Malone Center,623,60839,0.63,Medium,Retired,0.64,0.186
7238,Mrs. Sarah Crawford,casey61@example.net,Mexico,,Saramouth,44711 Brewer Key,700,58517,0.4,Medium,Employed,0.36,0.1291
7239,Sara Jacobson,sherrybarnes@example.com,United States,Michigan,Port Jameshaven,462 Andrea Shoals Suite 557,620,152778,0.21,Low,Self-employed,0.51,0.3781
7240,Laurie Vance,thomasmaria@example.net,United States,New York,Theodoreberg,0570 Hayley Landing,699,22396,0.25,High,Retired,0.28,0.1424
7241,Amber Barker,alanwilliams@example.org,United States,Illinois,Gabrielstad,6365 Sanchez Crossing Suite 839,646,38934,0.31,Medium,Employed,0.13,0.1605
7242,Austin Johnson,jonathan99@example.org,United States,Texas,Perezland,9337 Alejandro Landing Apt. 963,429,15000,0.61,Medium,Self-employed,0.33,0.446
7243,Dr. Kristina Powell,matthewdillon@example.org,United States,California,Port Michele,725 Bill Lodge Suite 299,452,179869,0.61,Low,Self-employed,0.25,0.3097
7244,Charles Galloway,smiles@example.com,United States,California,Teresastad,8223 Clark Rue,688,73162,0.52,Medium,Employed,0.16,0.2224
7245,Angela Jones,halljuan@example.org,United States,California,Stuartview,940 Maldonado Fall Suite 073,771,41326,0.37,Medium,Employed,0.01,0.185
7246,Bryan Villarreal,dominique13@example.org,United States,Texas,Barkermouth,99794 Dunn Lights Apt. 121,430,20789,0.67,High,Student,0.27,0.5556
7247,Scott York,phyllishenderson@example.com,United States,Florida,Davidville,9855 Thomas Crossroad Apt. 968,817,22373,0.41,High,Unemployed,0.22,0.0473
7248,Kristen Wright,patrick83@example.org,United States,New York,East Daniellebury,820 Porter Skyway,781,83400,0.08,Medium,Self-employed,0.11,0.1116
7249,Dylan Stewart,isparks@example.com,United States,Texas,South Mikeland,5336 Karen Stream,698,24687,0.42,Medium,Employed,0.43,0.286
7250,Cameron Cook,christopher43@example.org,United States,North Carolina,East Carrie,36297 Heidi Motorway,785,65069,0.07,Medium,Employed,0.26,0.01
7251,Jose Moore,brenda37@example.net,United Kingdom,,Jessicaton,142 Davidson Overpass Suite 630,605,306924,0.4,Low,Employed,0.95,0.345
7252,Ronnie Walters,aaron67@example.net,United States,Texas,Lucaschester,67321 Donna Streets,775,45339,0.29,Medium,Retired,0.31,0.0961
7253,Thomas Harris,brooke97@example.org,United States,Texas,Port Teresafurt,474 Jessica Village,536,27745,0.34,Low,Self-employed,0.47,0.3986
7254,Thomas Ray,andrewmarsh@example.org,United States,Florida,Stephaniechester,58061 Jones Unions,702,81275,0.2,Medium,Employed,0.38,0.105
7255,Diane Thomas,michelle07@example.net,United States,California,Carpenterfort,76885 Heather Island Apt. 413,726,22457,0.14,Low,Self-employed,0.22,0.2148
7256,Christopher Hoffman,todd69@example.net,Mexico,,North Beth,8497 Robin Heights,775,237040,0.64,Medium,Employed,0.16,0.1553
7257,Derek Dixon,katherinesmith@example.net,United States,Illinois,Keithborough,511 David Shoal Suite 801,774,184037,0.35,Medium,Retired,0.22,0.1107
7258,Michael Young,melissaterry@example.com,United States,California,East Oscar,925 Scott Pines,713,52504,0.44,Medium,Employed,0.01,0.2424
7259,David Holmes,chanmary@example.net,United States,North Carolina,South Johnburgh,49482 Smith Square,712,29207,0.6,Medium,Self-employed,0.18,0.0264
7260,Terry Parker,vasquezmisty@example.com,United States,New York,West Donaldchester,224 Melissa Spring,607,42590,0.61,Medium,Employed,0.15,0.1594
7261,Daniel Hunt,vwalsh@example.net,Canada,,North Barry,2977 Cole Junctions Apt. 101,720,47262,0.46,High,Employed,0.09,0.1295
7262,Stephanie Miller,tiffanytownsend@example.com,United States,Georgia,Luisfurt,7509 Owen Prairie,769,81377,0.14,Medium,Employed,0.11,0.1154
7263,Ricky Lin,erik97@example.org,United States,Michigan,Theresashire,04901 Cordova Stravenue Apt. 594,821,137544,0.21,Medium,Student,0.23,0.01
7264,Benjamin Quinn,xgarcia@example.net,United States,North Carolina,Rebeccaberg,7274 Burnett Loop Suite 548,699,26128,0.5,High,Self-employed,0.02,0.2639
7265,Morgan Anderson,kphelps@example.net,United States,Florida,New Mark,6014 Ryan Rapids Suite 862,772,134420,0.3,Low,Employed,0.14,0.2119
7266,Benjamin Lucas,greerfernando@example.com,United States,New York,Hannatown,14371 Beth Valleys Apt. 425,683,98139,0.41,Medium,Retired,0.06,0.2178
7267,Julie Mora,bryan24@example.net,United States,Florida,Jacquelineport,607 Jacob Ferry Suite 787,795,39885,0.07,Medium,Self-employed,0.06,0.0126
7268,Jeffrey Smith DDS,lbush@example.net,United States,Michigan,Lake Ryan,250 Joseph Pine Apt. 392,783,25100,0.18,Low,Self-employed,0.28,0.1073
7269,Amanda Lawson,timothysmith@example.com,United States,Michigan,East Harry,63569 Moreno Mews Suite 952,488,65708,0.28,Low,Employed,0.22,0.509
7270,Cameron Lewis,ernesthenderson@example.net,United States,Ohio,Smithtown,5474 Holland Mews,633,25650,0.72,Medium,Employed,0.24,0.1487
7271,Scott Ortiz,derrickcollier@example.net,United States,New York,West Toni,12800 Alexandra Freeway,450,135800,0.32,Low,Employed,0.4,0.6694
7272,Michael Peters,wbarrett@example.com,China,,Port Dawntown,91797 Gonzalez Mall Suite 242,621,24364,0.55,Low,Employed,0.4,0.1997
7273,Abigail Ruiz,ashley84@example.com,United States,California,Kaylaburgh,08462 Peters Cove Apt. 170,828,92796,0.23,Medium,Self-employed,0.07,0.1012
7274,Dustin Jones,shawnnicholson@example.org,United States,Georgia,West Jennyberg,7367 Chung Mews Apt. 528,645,56134,0.38,Medium,Employed,0.58,0.3031
7275,Andre Christian,tdixon@example.org,United States,California,Lake Lisafurt,839 Smith Fields Suite 940,721,38234,0.44,Medium,Employed,0.47,0.1182
7276,Catherine Juarez,fisherrachael@example.com,United States,Texas,Mccormickbury,584 Bennett Walk,781,55145,0.17,Low,Employed,0.2,0.01
7277,Ronald Higgins,bradhays@example.org,United States,California,Hendersonmouth,0454 Roach View Suite 823,437,142057,0.6,Low,Employed,0.7,0.6021
7278,Colin Morgan,mgallegos@example.com,United States,California,Juarezview,3999 Mark Key,823,23067,0.29,Medium,Unemployed,0.21,0.0309
7279,Jennifer Lee,brandonparker@example.org,United States,California,Josephview,3305 Jessica Turnpike,767,43056,0.27,Medium,Student,0.06,0.0725
7280,Suzanne Savage,charlesvictoria@example.net,United States,North Carolina,Perkinsburgh,15270 Andrew Common,512,32813,0.42,High,Employed,0.58,0.3553
7281,Jennifer Turner,collinskeith@example.com,United States,California,Kathleenside,610 Joseph Prairie,640,58052,0.46,Medium,Retired,0.46,0.224
7282,Anne Smith,rubiojeffrey@example.net,United States,California,New Martin,8513 Amber Extensions,772,34622,0.09,High,Employed,0.01,0.01
7283,Lauren Shelton,ulester@example.net,United States,New York,Emilyburgh,60625 Olivia Row Suite 699,731,15000,0.65,Low,Retired,0.3,0.0727
7284,Jennifer Cruz,frank44@example.com,United States,Ohio,Brownbury,898 Collins Lodge,770,25742,0.05,Medium,Employed,0.16,0.1533
7285,Shawn Sutton,mauricemcgrath@example.com,United States,California,South Kristin,84300 Lisa Garden,431,221949,0.36,Medium,Employed,0.23,0.3633
7286,Lisa Smith,johnsonrachael@example.org,United States,Georgia,North Haleyfort,251 Johnson Stream,817,72939,0.1,Medium,Retired,0.22,0.01
7287,Kimberly Gilbert,vyates@example.net,United States,Florida,Bradyport,537 Smith Fort Apt. 521,776,70961,0.23,High,Retired,0.22,0.2032
7288,Thomas Jones,patricia00@example.com,United States,Texas,North Christophershire,18828 Kelly Creek Suite 349,763,47758,0.05,Medium,Employed,0.15,0.013
7289,Elizabeth Hayes,farrellbrenda@example.com,United States,Georgia,Lake Bethanyton,9267 Daniels Ranch,686,57451,0.36,Medium,Retired,0.43,0.2789
7290,Brian Woodward DDS,hansenkendra@example.net,United States,Ohio,Port Lydia,0452 Lewis Plaza,704,42452,0.58,High,Self-employed,0.27,0.0847
7291,Benjamin Gray,lynchedward@example.org,United States,Texas,North Cassandra,53646 Elizabeth Court,485,91266,0.37,Low,Employed,0.34,0.47
7292,Randy Woods,kimberly74@example.org,Canada,,North Erik,151 Bryant Mission Suite 620,756,64902,0.3,Low,Employed,0.01,0.1747
7293,Jon Jones,brianspencer@example.com,United States,New York,Floreshaven,09636 Steven Hollow,714,23458,0.36,Medium,Employed,0.29,0.1474
7294,Alexis Ryan,william17@example.com,United States,California,New Stanley,819 Karen Station Apt. 974,713,73348,0.11,Low,Retired,0.39,0.1922
7295,Kevin Kim,melissataylor@example.org,United States,Florida,Port Jenniferside,9881 Michelle Ridge,832,15000,0.08,Medium,Unemployed,0.14,0.01
7296,Max Dawson,sheilathomas@example.org,United States,California,Petersonview,5886 Hernandez Gateway,761,83373,0.18,High,Employed,0.12,0.01
7297,Adrian Baker,caintoni@example.com,United States,Illinois,Lake Douglas,013 Emily Shoals Suite 814,693,19390,0.39,Medium,Self-employed,0.32,0.192
7298,Pamela Perez,sarafrye@example.net,United States,Illinois,Clarkchester,21671 Brooks Drives Suite 462,431,55445,0.55,Medium,Self-employed,0.26,0.298
7299,Melissa Murray,frazierkenneth@example.org,United States,California,Holmesborough,59194 Gloria Crest,706,23024,0.17,Low,Employed,0.43,0.0773
7300,Suzanne Nichols,hannahwatts@example.org,United States,Ohio,Huntside,704 Hall Shore Suite 388,819,60009,0.31,Medium,Employed,0.12,0.1054
7301,Jamie Ortega,hernandezheather@example.com,United States,Ohio,Lake Anthony,2107 Shawn Place,688,95094,0.57,Low,Employed,0.24,0.2338
7302,John Kirby,stephen03@example.net,United States,Michigan,Lake Ryanmouth,69305 Danielle Freeway Suite 307,760,199239,0.17,Medium,Employed,0.03,0.0589
7303,Suzanne Garner,dianemccullough@example.com,United States,Pennsylvania,Port Valerie,06138 James Haven,427,17446,0.47,Low,Retired,0.5,0.5413
7304,Sara Doyle,rkennedy@example.net,United States,Illinois,South Brian,1923 Amy Parkways Apt. 510,633,130663,0.53,Medium,Employed,0.61,0.2368
7305,Kristin Combs,bakertheresa@example.org,United States,Florida,New Trevor,0631 Jackson Light,627,66497,0.2,Medium,Employed,0.42,0.3702
7306,Wanda Reed,zlester@example.net,United States,Florida,Ochoashire,501 Knight Mountains Apt. 571,683,41750,0.6,Medium,Retired,0.2,0.0606
7307,Mary Black,mathew16@example.org,United States,New York,New Daniellemouth,39276 Benson Loop Suite 239,692,109961,0.09,Low,Employed,0.35,0.1027
7308,Xavier Palmer,edwardking@example.com,United States,Michigan,Davidview,78424 Christina Extension,725,49575,0.19,Low,Employed,0.1,0.01
7309,Luis Marshall,vegaandrea@example.net,United States,Illinois,Fordhaven,9584 Michele Key Apt. 250,815,106300,0.27,Medium,Employed,0.05,0.01
7310,Jennifer Conner,carterashley@example.org,United States,California,East Amanda,0871 Lowe Circles Apt. 643,709,27070,0.38,High,Employed,0.49,0.1534
7311,Amber Lawson,banksleslie@example.com,United States,Illinois,New Josephberg,2479 Huff Station,641,36083,0.9,Medium,Retired,0.54,0.2633
7312,Chad Green,jessicasmith@example.org,United States,Texas,South Christian,95967 Christopher Crest,691,127373,0.4,Medium,Employed,0.11,0.0443
7313,Stephanie Wood,stephaniehughes@example.net,United States,Florida,South Kathy,14826 Stanton Islands,414,196480,0.22,High,Retired,0.4,0.6138
7314,Troy Lee,harveyricardo@example.net,United States,Florida,Adrianton,69399 Lisa Neck,605,58219,0.5,Low,Employed,0.62,0.2327
7315,Annette Edwards,johnathan28@example.org,United States,Illinois,Port Wesley,094 Jennifer Forge,712,15000,0.51,Medium,Employed,0.48,0.2193
7316,Angela Reynolds,courtneyacevedo@example.org,United States,North Carolina,New Alexanderton,912 Aaron Alley,769,51060,0.27,Medium,Employed,0.01,0.2517
7317,Corey Davenport,jessicabyrd@example.com,United States,California,New Amber,931 Kyle Court,711,61447,0.25,Low,Retired,0.37,0.1376
7318,Kimberly Aguilar,rebeccawright@example.org,United States,Georgia,Angelahaven,3490 Deborah Creek Suite 985,691,49701,0.5,High,Employed,0.01,0.2991
7319,Brandon Goodman,erodriguez@example.org,United States,Texas,Scottville,920 Helen Key Apt. 533,760,78360,0.34,Medium,Employed,0.15,0.2115
7320,Michael Jenkins,carolinepatterson@example.com,Canada,,Brownmouth,9808 King Mountain Apt. 662,625,40883,0.5,Low,Self-employed,0.31,0.4441
7321,Jonathan Mullen,cynthiarodriguez@example.net,United States,California,Laurenfurt,6941 Vincent Islands,821,117136,0.08,Low,Employed,0.07,0.01
7322,Julie Gardner,jackgarrett@example.net,Canada,,Nicoleborough,00378 Baker Square,776,23544,0.4,Medium,Employed,0.2,0.0549
7323,Carolyn Velasquez,novaktodd@example.org,United States,California,Lake Jamesport,5114 Renee Prairie Suite 766,691,161051,0.47,Medium,Employed,0.62,0.1875
7324,Frank Byrd,doncooley@example.org,United States,Texas,Craigview,7726 Davis Path,500,206914,0.31,High,Retired,0.63,0.4682
7325,Kimberly Bailey,wrobles@example.com,France,,Mitchellhaven,789 Adams Coves Suite 406,517,28840,0.47,Medium,Unemployed,0.25,0.4259
7326,Darryl Morton,nancybrooks@example.org,United States,Florida,North Sharonbury,1387 Sandra Locks Suite 457,707,28828,0.5,Medium,Employed,0.2,0.1123
7327,Phillip Diaz,kristinasmith@example.org,Mexico,,West Amanda,63316 Perkins Ways,705,83162,0.29,Low,Employed,0.38,0.1239
7328,Joshua Hughes,sross@example.com,Canada,,Crawfordtown,92221 Marshall Place Apt. 862,652,23160,0.61,Low,Employed,0.49,0.201
7329,Anne Frye,kthomas@example.org,United States,California,West Amy,517 Christopher Mountain Suite 364,765,40373,0.18,Medium,Self-employed,0.01,0.087
7330,Robert Watson,bestrachel@example.net,United States,Michigan,Frankside,9570 Tanya Common Apt. 596,703,144642,0.17,High,Employed,0.33,0.0954
7331,Scott Goodman,scott50@example.com,United States,Florida,West Melissa,1079 Jacob Road Suite 217,617,108021,0.59,Medium,Employed,0.29,0.2805
7332,Samuel Hawkins,ykane@example.org,United States,California,Martinezfurt,626 Lopez Circles Apt. 422,690,291897,0.43,Medium,Retired,0.3,0.1761
7333,Christopher Drake,adamsmary@example.org,United States,California,Jenniferport,0367 Morris Terrace Suite 534,702,68639,0.34,Medium,Employed,0.29,0.1074
7334,Randy Haynes,steventurner@example.com,United States,Florida,New Emily,5881 Anthony Forges Suite 192,601,36729,0.45,Medium,Employed,0.5,0.4358
7335,Rachel Terry,millerbrian@example.net,United Kingdom,,Josephburgh,7111 Lindsey Mountains Apt. 360,704,62379,0.37,Low,Unemployed,0.33,0.3142
7336,Katherine Ellis,rmason@example.org,United States,California,Taylorville,3134 Jensen Groves,771,53078,0.24,Medium,Unemployed,0.21,0.01
7337,Scott Zimmerman,brichardson@example.org,United States,California,Port Phillipburgh,3770 Rivera Alley Suite 423,607,53677,0.54,Medium,Employed,0.53,0.2474
7338,Eric Valentine,hbeard@example.com,United States,Florida,South Angela,1524 Rodney Vista,821,58744,0.27,Medium,Employed,0.05,0.0708
7339,David Montoya,bradycraig@example.com,United States,Texas,West Davidhaven,3350 Jacob Row,697,28412,0.24,Medium,Employed,0.48,0.1642
7340,Jennifer Adams PhD,allenpoole@example.com,United States,Texas,East Justinburgh,62465 Joseph Oval Apt. 885,685,75039,0.46,Low,Employed,0.4,0.0918
7341,Kyle Walsh,scottpaul@example.com,United States,Texas,Gardnerfurt,230 Jose Fall Apt. 512,415,19400,0.61,Medium,Student,0.29,0.626
7342,Jake Rose,jacksonkim@example.org,United States,New York,South Deborahmouth,42631 Sherri Mall,831,33743,0.16,Medium,Retired,0.14,0.0517
7343,Jennifer Smith,colleen97@example.net,United States,Texas,North Walter,27772 Robinson Plains,611,54442,0.72,Low,Retired,0.69,0.179
7344,Dr. Zachary Blackwell,nelsonchristy@example.net,United States,California,Port Mariah,957 Kelly Views Apt. 848,627,15000,0.49,Medium,Employed,0.33,0.249
7345,Jerry Walls,perrysamantha@example.com,United States,Florida,Port Natasha,356 Barbara Hill Apt. 913,823,110768,0.31,Medium,Employed,0.27,0.0711
7346,Neil Ward,dixonbradley@example.com,United States,Texas,Wadeport,49131 Lori Mountain,702,15000,0.44,High,Employed,0.49,0.0403
7347,Heather Nelson,aanderson@example.org,United States,Texas,Roweburgh,356 Campos Station Apt. 249,690,102300,0.29,High,Employed,0.42,0.1282
7348,Nathan Franco,jeffersonrandall@example.com,Brazil,,West Alexisshire,12308 Jessica Skyway,829,21284,0.2,Medium,Employed,0.07,0.01
7349,Angie Russo,ukhan@example.net,United States,Florida,New Roberthaven,83796 Dominique Roads,762,43306,0.06,Low,Employed,0.06,0.2178
7350,Bobby Walter,qanderson@example.com,United States,Illinois,Johnsonshire,332 Roberts Dam,815,90699,0.17,Medium,Employed,0.08,0.01
7351,Barry Campbell,villanuevapaul@example.org,United States,Michigan,Lake Taylorburgh,380 Foster Orchard,416,347497,0.46,Medium,Employed,0.34,0.495
7352,Patrick Woods,kyle82@example.net,United States,Florida,North Robertoville,412 Julia Camp Suite 787,694,65720,0.61,Medium,Employed,0.2,0.111
7353,Erik Parsons,lisa51@example.com,United States,New York,West Peter,438 Amanda Loop Suite 652,830,15000,0.16,Low,Employed,0.26,0.01
7354,Luke Frank,lynnwalker@example.org,United States,Georgia,Amandaton,72183 Robbins Rapid,769,128406,0.35,Medium,Employed,0.17,0.144
7355,Craig Parker,billy04@example.net,United States,Texas,Ballborough,505 Dennis Port,690,49735,0.68,Medium,Employed,0.03,0.3329
7356,Erika Roach,clementsveronica@example.org,United States,Ohio,South Jose,582 Lynn Gardens,761,63318,0.17,Medium,Employed,0.29,0.01
7357,Chase Wolf,ernestwilson@example.com,United States,Texas,South Crystaltown,98605 Brown Estates Apt. 709,827,93553,0.14,High,Student,0.01,0.1131
7358,Jennifer Greene,anne95@example.org,United States,Ohio,Ericshire,9903 Woods Falls Suite 406,629,15000,0.49,Medium,Employed,0.75,0.1941
7359,Christina Crawford,westrada@example.com,United States,Georgia,New Carlosside,4648 Tyler Mountains,708,60188,0.07,Medium,Retired,0.33,0.2364
7360,Ethan Robertson,romanjustin@example.com,Canada,,West Ralph,002 Kevin Rapid Suite 151,719,43141,0.25,Medium,Student,0.22,0.01
7361,Justin Reynolds,kristen35@example.org,United States,New York,Walshton,94672 Michele Land Suite 065,792,159128,0.06,Low,Employed,0.12,0.1727
7362,Linda Moon,zachary59@example.net,United States,Texas,Matthewstad,5463 Kim Shoals Apt. 238,780,107118,0.12,Medium,Employed,0.32,0.1686
7363,Susan Young,james63@example.com,United States,Illinois,Loriton,7279 Nguyen Plaza,610,16291,0.24,Medium,Employed,0.49,0.2554
7364,John Booth,lisawilliams@example.net,United Kingdom,,Terrichester,37274 Owens Crossing Suite 623,768,164407,0.27,Medium,Employed,0.27,0.0282
7365,David Lynch,kirkaaron@example.com,United States,Ohio,Lake Lori,7267 Greg Lodge Apt. 540,766,85786,0.24,Medium,Employed,0.19,0.01
7366,Brooke Lewis,umills@example.org,United States,New York,Lake Matthewmouth,30135 Poole Haven,762,17364,0.21,Medium,Retired,0.22,0.2636
7367,Austin Giles,kstevenson@example.com,United States,Ohio,South Maria,452 Christopher Union,784,62605,0.09,Medium,Employed,0.16,0.0534
7368,Victor Rodriguez,stephendiaz@example.net,United States,California,East Jennifer,405 Thomas Court,701,137017,0.29,Medium,Unemployed,0.24,0.2167
7369,Steven Taylor,amanda75@example.com,United States,Florida,South Alejandro,9591 Roger Trail,756,22669,0.24,Medium,Retired,0.14,0.2369
7370,Erica Quinn,cfox@example.org,United States,New York,Jeffreytown,20150 Wright Manor,440,180243,0.54,Medium,Employed,0.19,0.6293
7371,Amanda Wise,mendezbradley@example.net,United States,Texas,Costaview,5074 Curtis Stream,718,17852,0.15,Low,Employed,0.15,0.0847
7372,Deanna Hancock,caitlinmckay@example.net,United States,New York,Lake Sabrinafort,09938 Marc Walks,482,31793,0.8,Medium,Employed,0.35,0.5206
7373,Victoria Rose,manningwilliam@example.com,United States,Florida,Hughesstad,656 Bradley Prairie Apt. 947,838,28161,0.1,Medium,Employed,0.15,0.01
7374,Ronald Mendoza,hdelacruz@example.com,Canada,,Joeburgh,5976 Betty Point Suite 425,637,180150,0.66,Medium,Employed,0.86,0.1697
7375,Timothy White,elizabethgonzalez@example.org,United States,Michigan,North Willie,94404 Miller Fords,827,40424,0.16,Low,Retired,0.14,0.01
7376,Michael Sims,drivera@example.com,United States,Texas,Esparzafort,05062 Delgado Track,696,23617,0.24,Medium,Employed,0.37,0.2344
7377,Jessica Peters,ybridges@example.com,United States,Texas,Browntown,24093 Odom Roads Apt. 213,417,85491,0.21,Medium,Employed,0.8,0.6659
7378,Jose Miller,kathleenwhite@example.com,Canada,,Davishaven,330 Mark Glen,762,101614,0.05,Low,Retired,0.24,0.01
7379,Terry Boone,samanthaholt@example.com,India,,Gonzalezmouth,411 Summers Loaf Suite 804,774,102132,0.22,High,Employed,0.05,0.1399
7380,Kelsey Jones,larsonjessica@example.org,United States,California,Petersonside,36347 Stephen Club Suite 519,702,48191,0.4,Medium,Employed,0.24,0.01
7381,Jennifer Miller,ntrujillo@example.com,United States,North Carolina,New John,4570 Linda Light,718,73396,0.24,High,Employed,0.22,0.1457
7382,Ryan Vaughn,qwalker@example.org,United States,Georgia,Martintown,5177 Armstrong Run Apt. 306,400,35589,0.43,Medium,Employed,0.25,0.7157
7383,Adrienne Ruiz,kevinhubbard@example.com,United States,Georgia,Taylorland,494 Summers Common,786,228625,0.26,Low,Retired,0.13,0.1966
7384,Aaron Barrett,larry92@example.net,United States,Florida,Nunezmouth,2865 Rebecca Forge Apt. 827,460,149546,0.42,Medium,Student,0.39,0.4982
7385,Benjamin James,christinefernandez@example.net,United States,California,Jonathanmouth,781 Dominique Courts Apt. 636,772,142395,0.41,Medium,Employed,0.27,0.0961
7386,Justin Gomez,jasonatkinson@example.com,United States,Georgia,Lake Edwardhaven,9374 Greene Lodge Apt. 399,758,113016,0.19,Medium,Employed,0.33,0.01
7387,Patrick Steele,qrobinson@example.com,China,,Hillfort,72011 Walker Corner Apt. 103,628,90743,0.34,Medium,Employed,0.5,0.2713
7388,Brooke Gutierrez,falexander@example.com,United States,Florida,Emilychester,128 Flores Springs Suite 385,764,22126,0.18,Medium,Self-employed,0.3,0.2515
7389,Jill Thompson,mrobinson@example.net,United States,Texas,East Christian,0737 Emily Pass,771,99373,0.05,Low,Self-employed,0.14,0.0173
7390,Toni Booker,alexis24@example.com,United States,Pennsylvania,New Megan,8068 Sydney Keys,707,65605,0.23,Medium,Employed,0.42,0.0541
7391,Jennifer Patrick,rebeccasalazar@example.net,United States,Ohio,Jacquelineport,535 Davis Hill,715,164504,0.57,Medium,Employed,0.18,0.1283
7392,Tracy Hall,dale13@example.com,Germany,,North Arielport,25135 Payne Meadows Suite 656,696,114226,0.24,Medium,Student,0.37,0.2009
7393,Margaret West,markunderwood@example.com,United States,New York,Velazquezfort,1378 Kirk Estate,785,92995,0.05,Low,Employed,0.05,0.238
7394,Maria Jackson,xhernandez@example.net,United States,Texas,Sullivantown,7534 Richard Port Suite 291,826,15562,0.05,Medium,Self-employed,0.31,0.01
7395,April Smith,raymondwilliams@example.net,France,,South Susanshire,49060 Jennifer Ridges Suite 723,809,55759,0.32,Medium,Retired,0.05,0.1021
7396,Ryan Rodriguez,khanariel@example.org,United States,California,Port Brycechester,29461 Walker Village,753,38318,0.26,Medium,Employed,0.15,0.01
7397,Emily Rogers,richardsonjack@example.com,United States,California,North Steve,4846 Luke Port Suite 340,718,73268,0.35,Medium,Self-employed,0.17,0.2285
7398,Dakota Robles,jenniferblack@example.org,Canada,,New Bethany,732 James Run,707,42940,0.17,Medium,Employed,0.42,0.34
7399,Richard Morris,melissamoore@example.com,United States,Georgia,Torresbury,67482 Jessica Union,780,48013,0.06,Low,Unemployed,0.21,0.0975
7400,Justin Perez,fordjonathan@example.com,United States,Illinois,Wilkersonview,0567 Carrie Fords,782,86441,0.16,High,Employed,0.11,0.1242
7401,Adam Stewart,patricia36@example.com,United States,Texas,Josephland,479 Mullins Village Suite 258,705,42373,0.18,Medium,Employed,0.34,0.2613
7402,Nicholas Parker,brownryan@example.net,United States,Texas,North Charles,30901 Ashley Mountain Apt. 779,617,65990,0.33,Medium,Employed,0.4,0.2228
7403,Sara Calhoun,monroedaniel@example.com,United States,California,West Feliciafort,4707 Charles Mills Apt. 575,716,17755,0.59,Medium,Retired,0.6,0.3092
7404,Valerie Monroe,zacharycunningham@example.org,India,,New Erintown,96391 Baxter Lakes Suite 528,704,30763,0.34,Low,Employed,0.16,0.2325
7405,Erin Reynolds,bethheath@example.org,United States,California,South Sharon,86302 Watkins Walks,692,101198,0.47,Medium,Employed,0.02,0.1311
7406,Gerald Franco,acox@example.com,United States,North Carolina,Wilsonmouth,4253 Christine Fords Apt. 584,763,22378,0.22,Medium,Employed,0.21,0.0927
7407,John Edwards,rsimmons@example.com,United States,Michigan,Lake Williamtown,852 Mckenzie Crest Suite 458,637,162199,0.84,Medium,Employed,0.5,0.1272
7408,Gregory Tanner PhD,henryandrew@example.org,United States,California,New Johnshire,551 Julie Drive Apt. 727,706,130551,0.47,Low,Retired,0.45,0.137
7409,Christopher Cabrera,barbarafigueroa@example.net,United States,Texas,Shelbyborough,5504 Galloway Coves,506,48311,0.45,Medium,Employed,0.5,0.339
7410,Michael Berry,williamsrobert@example.net,United States,California,East Connor,307 Gomez Station,705,659335,0.29,Low,Self-employed,0.24,0.2401
7411,William Byrd,gordontanya@example.net,United States,Texas,North Melissaport,30195 Nathan Bypass,815,161859,0.28,High,Retired,0.22,0.1382
7412,Gwendolyn Ellis,jacobhill@example.net,United States,New York,South Robert,187 Murphy Mountain,700,28017,0.3,Low,Student,0.11,0.2932
7413,Adam Silva,amymorris@example.org,United States,Michigan,West Olivia,07123 Deanna View,690,108764,0.34,High,Self-employed,0.31,0.2534
7414,Kimberly Cooper,samuel04@example.net,United States,California,Kaylahaven,281 Logan Alley Apt. 910,448,63113,0.29,High,Employed,0.58,0.2679
